项目名称,项目编号,开标时间,工程分类,是否联合体投标,资格审查方式,预算,备注,企业资质,人员资质,招标公告网址
104国道海宁许村至钱塘河庄段（钱塘段）设计阶段安全性评价,A3301010060280104001231,,公路(交通),否,资格后审,50,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b415c0db-979d-41e3-84b8-38ba1e2f9749&IsInner=0&IsHistory=&ModuleID=22
104国道海宁许村至钱塘河庄段（钱塘段）规划选址论证及土地类咨询服务,A3301010060280107001231,,公路(交通),是,资格后审,200,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=e91ca98e-89bc-45ac-9c96-60499ef430e8&IsInner=0&IsHistory=&ModuleID=22
104国道海宁许村至钱塘河庄段（钱塘段）设计咨询,A3301010060280106001231,,公路(交通),否,资格后审,250,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=74642b8d-c2a9-41a0-a1f0-967e3d065a19&IsInner=0&IsHistory=&ModuleID=22
104国道海宁许村至钱塘河庄段（钱塘段）勘察核查,A3301010060280105001231,,公路(交通),否,资格后审,50,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f4f35658-5314-440d-882e-f505f485fb3a&IsInner=0&IsHistory=&ModuleID=22
临安大明山景区小木屋区域危房修缮改造EPC项目,A3301850210507151001211,2023/7/11 9:00,房屋建筑,是,资格后审,2302.3361,,同时具备 施工总承包企业建筑工程(新) 三级、设计综合类 甲级 或者同时具备 施工总承包企业建筑工程(新) 三级、设计专业类 建筑行业 建筑工程 乙级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=007547d6-cc30-442c-ae32-1cc93c01bbe5&IsInner=0&IsHistory=&ModuleID=22
杭州市特别生态功能区农田水利提质增效综合示范工程——瑶山乡农田水利基础设施建设（高标准农田新建、提升项目）工程二标段,A3301270160980059001251,2023/6/28 8:45,水利水电,否,资格后审,399.893,,具备 施工总承包企业水利水电工程(新) 三级 或者具备 施工总承包企业市政公用工程(新) 三级,具备 水利水电工程 二级 或者具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=bb5d6ef8-7dd6-4feb-8af9-5de14e5ae627&IsInner=0&IsHistory=&ModuleID=22
杭州市特别生态功能区农田水利提质增效综合示范工程——瑶山乡农田水利基础设施建设（高标准农田新建、提升项目）工程一标段,A3301270160980057001251,2023/6/27 8:45,水利水电,否,资格后审,930.6439,,具备 施工总承包企业水利水电工程(新) 三级 或者具备 施工总承包企业市政公用工程(新) 三级,具备 水利水电工程 二级 或者具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=5ff147c0-3d40-4476-bbbf-3c2871517d2b&IsInner=0&IsHistory=&ModuleID=22
双浦区块道路交通设施提升工程,A3301060110507082001261,2023/6/27 9:00,机电安装,是,资格后审,434.4704,,同时具备 专业承包企业公路交通工程公路安全设施分项(新) 二级、专业承包企业公路交通工程公路机电工程分项(新) 二级 或者同时具备 专业承包企业电子与智能化工程(新) 二级、专业承包企业公路交通工程公路安全设施分项(新) 二级,具备 机电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2e83b3f0-81c6-43f4-a8ba-f7aa03e8fa90&IsInner=0&IsHistory=&ModuleID=22
杭政储出【2022】102号地块商业商务文体设施用房（B9地块）项目（EPC）工程总承包,A3301131280507074001211,2023/7/6 9:30,房屋建筑,是,资格后审,93856.0753,,同时具备 设计专业类 建筑行业 建筑工程 甲级、施工总承包企业建筑工程(新) 一级 或者同时具备 设计专业类 建筑行业 甲级、施工总承包企业建筑工程(新) 一级 或者同时具备 设计综合类 甲级、施工总承包企业建筑工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=d1959b24-5dbc-4cba-a915-5afe1f0e5228&IsInner=0&IsHistory=&ModuleID=22
2023 年临平区临平街道“四好农村路”建设项目,A3301131280280030001231,2023/6/27 9:30,公路(交通),否,资格后审,2220,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b9df1bd6-a1d7-4fd1-8d4e-5880f27156b3&IsInner=0&IsHistory=&ModuleID=22
鸬鸟镇前庄村未来乡村示范村建设项目,A3301100140400023001281,2023/6/27 9:30,园林绿化,否,资格后审,534.456,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=a1990228-6022-4f31-be7d-48608343abf2&IsInner=0&IsHistory=&ModuleID=22
富春湾大道三期（富阳大桥以西段）工程,A3301110200507145001121,,市政公用,是,资格预审,14647.7414,,具备 施工总承包企业市政公用工程(新) 一级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=34f8b3b4-3d5e-42f0-8edb-a9620faada57&IsInner=0&IsHistory=&ModuleID=22
白杨街道四季风景苑老旧小区综合提升改造工程（设计）,A3301300180507146001211,2023/6/29 9:30,房屋建筑,否,资格后审,143.4608,,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=c3cc8ba7-e087-4161-b015-9ec2fbb8260d&IsInner=0&IsHistory=&ModuleID=22
临平区图书馆业务功能用房改造项目,A3301131280507075001211,2023/6/29 9:30,房屋建筑,否,资格后审,1725,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=cf321596-e013-4b37-a229-46affa1821ae&IsInner=0&IsHistory=&ModuleID=22
高铁新区五马洲姜家合区块一期基础设施工程-道路工程（肖塘路、秋家坞路）,A3301820190507106001221,2023/7/5 8:45,市政公用,否,资格后审,1963.5515,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6f7f8d85-25a3-4f5e-84c4-6c79b8b5dac5&IsInner=0&IsHistory=&ModuleID=22
留下单元XH1301-17 地块清洁直运接驳站二期项目,A3301060110507102001211,2023/6/27 9:00,房屋建筑,否,资格后审,571.6158,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=da2d175c-9341-4ac5-b1b6-3d04a9036f31&IsInner=0&IsHistory=&ModuleID=22
映荷路（倒马子洋-荷禹路）及两侧景观,A3301131280507087001221,2023/6/28 9:30,市政公用,否,资格后审,451.405,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9dc28b5d-ade9-42db-93df-a376560f8c28&IsInner=0&IsHistory=&ModuleID=22
2023 年临平区崇贤街道“四好农村路” 建设项目,A3301131280280029001231,2023/6/29 9:30,公路(交通),否,资格后审,4624,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=1bbfdba8-5de8-455a-9b2b-7b1527008432&IsInner=0&IsHistory=&ModuleID=22
全区迎亚运道路及景观提升工程（第二批）--富闲路迎亚运整治工程,A3301110200507110001221,2023/6/27 9:00,市政公用,否,资格后审,1102.9975,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=5f26a710-2eb4-41cd-ae6a-053983fd5f1c&IsInner=0&IsHistory=&ModuleID=22
转塘区块道路交通设施提升工程,A3301060110507083001261,2023/6/27 9:00,机电安装,是,资格后审,953.2142,,同时具备 专业承包企业公路交通工程公路安全设施分项(新) 二级、专业承包企业公路交通工程公路机电工程分项(新) 二级 或者同时具备 专业承包企业电子与智能化工程(新) 二级、专业承包企业公路交通工程公路安全设施分项(新) 二级,具备 机电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=4a176c6c-bb7b-41fb-8b01-23c331a21a5e&IsInner=0&IsHistory=&ModuleID=22
榜眼路（商聚街-萧绍运河南侧）项目,A3301090130506926001221,2023/6/26 9:00,市政公用,否,资格后审,614.4831,投标单位需完成市场主体注册入库。,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ecfe979b-6a59-439a-ba6f-78be467fe0be&IsInner=0&IsHistory=&ModuleID=22
三江新村老旧小区改造一期工程,A3301090130507141001211,2023/6/27 9:00,房屋建筑,否,资格后审,5903.6291,投标单位需完成市场主体注册入库。,具备 施工总承包企业建筑工程(新) 二级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=759876fe-61e8-4055-8e32-4e301e48ed0a&IsInner=0&IsHistory=&ModuleID=22
五洲路（新颜路-新纺路）道路综合整治工程,A3301131280507114001221,2023/6/28 9:30,市政公用,是,资格后审,9443.4016,,具备施工总承包企业市政公用工程(新)一级,具备市政公用工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2e5b3992-c95e-43b9-b98f-ae3ab09e8cb0&IsInner=0&IsHistory=&ModuleID=22
桐庐县职业技术学校园林（中小学综合实践）基地洋塘区块拆建工程,A3301220150507155001211,2023/6/27 9:00,房屋建筑,否,资格后审,4733.5297,总建筑面积:11948.44平方米，单跨跨度12米，高度20.4米，公共建筑，满足建筑工程施工总承包三级资质要求。,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=4fba5cba-e366-4c1a-8c5b-67a9e004142d&IsInner=0&IsHistory=&ModuleID=22
桐庐城乡供水一体化管网提升改造工程(一期)-横村镇桐郑线给水工程,A3301220150507154001221,2023/6/27 10:00,市政公用,否,资格后审,456.0345,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=5cbef749-19f2-415f-bb9b-794c4759b591&IsInner=0&IsHistory=&ModuleID=22
芯谷产业邻里中心（一期）设计,A3301300180507029001211,2023/6/28 9:30,房屋建筑,否,资格后审,936,拟派项目负责人具有注册在投标人单位的一级注册建筑师执业资格,具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b651359a-9182-477c-b824-dd0e972daf40&IsInner=0&IsHistory=&ModuleID=22
建德汽车城设计,A3301820190507100001211,2023/6/30 8:45,房屋建筑,否,资格后审,604.758,项目概况：本项目投资估算83898万元，建设规模：项目总用地面积约120亩，总建筑面积约13万平方米。主要包括新能源推广区、汽车城市展厅、汽车后市场、汽车贸易经销区、新车、二手车交易市场、4S店、电子商务、商务配套等（以上传设计方案文本为准）。招标范围：初步设计(含项目投资概算编制)；施工图设计（包括总图、竖向、单体建筑、结构、水电、暖通、设备、综合管线、建筑智能化、装修、幕墙、室外配套工程等建设项目所涉及的全部工程设计内容）以及施工过程中的设计变更；图审及相关服务（包括图审；BIM设计服务；相关报建配合；施工及设备等招标配合，并承担图纸会审、技术交底、施工现场服务、现场技术指导与监督、竣工验收、配合后续服务等）。拟派项目负责人具有注册在投标人单位的国家一级注册建筑师。,具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=58cc7f25-d856-46da-a798-f95c93f1c9e3&IsInner=0&IsHistory=&ModuleID=22
杭州市特别生态功能区农田水利提质增效综合示范工程--临岐镇农田水利基础设施建设（高标准农田新建、提升项目）二标段,A3301270160980058001251,2023/6/27 8:45,水利水电,否,资格后审,2060.0934,,具备 施工总承包企业水利水电工程(新) 三级,具备 水利水电 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f958d57f-25fb-42f3-b501-0025784d9d15&IsInner=0&IsHistory=&ModuleID=22
桐庐县方埠小学改扩建工程监理,A3301220150507140001211,2023/6/27 9:30,房屋建筑,否,资格后审,105.63,本项目为一般房屋建筑工程，单项工程建筑面积15969.32平方米，属于二级项目，满足房屋建筑工程乙级资质要求。 &lt;br&gt;,具备 房屋建筑工程 乙级 或者具备 综合,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=5c2b226b-11be-4b5e-bb4e-722cb6012e67&IsInner=0&IsHistory=&ModuleID=22
桐庐县方埠小学改扩建工程,A3301220150507097001211,2023/6/26 9:00,房屋建筑,否,资格后审,7477.5094,本项目建筑面积15969.32平方米，单跨最大11.4米，高度17.55米，公共建筑，满足建筑工程施工总承包三级资质要求。,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=51ccaef1-803b-4ed6-848d-5f655936b77e&IsInner=0&IsHistory=&ModuleID=22
五马洲高塘路建设工程,A3301820190507071001221,2023/7/3 8:45,市政公用,否,资格后审,4274.2666,,具备 施工总承包企业市政公用工程(新) 一级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2a042019-6f60-4cfb-9aa9-34f3d165bac2&IsInner=0&IsHistory=&ModuleID=22
西塘路桥梁工程（郁宅路-河道）,A3301100140507056001221,2023/6/26 9:30,市政公用,否,资格后审,2796.2199,,具备施工总承包企业市政公用工程(新)二级,具备市政公用工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ef985ef6-3fdd-407b-9377-6333c93f0702&IsInner=0&IsHistory=&ModuleID=22
地铁10号线车辆段上盖物业综合开发项目设计,A3301100140507055001211,2023/6/27 9:30,房屋建筑,否,资格后审,3029.49,,具备设计综合类甲级或者具备设计专业类建筑行业甲级或者具备设计专业类建筑行业建筑工程甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=4face05e-6630-40c6-8ed3-2f819e4e313b&IsInner=0&IsHistory=&ModuleID=22
余杭区城东路至通北路连接通道工程设计,A3301100140507053001221,2023/6/28 9:30,市政公用,否,资格后审,1562.0261,,具备 设计综合类 甲级 或者具备 设计专业类 市政行业（燃气工程、轨道交通工程除外） 甲级 或者同时具备 设计专业类 市政公用行业 城市隧道工程 甲级、设计专业类 市政公用行业 道路工程设计 甲级 或者具备 设计专业类 市政公用行业 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=d59c4881-0ca8-44d6-bedd-cebfaba94a4a&IsInner=0&IsHistory=&ModuleID=22
杭州师范大学玉皇山校区改造工程监理,A3301010060507033001211,2023/6/26 9:30,房屋建筑,否,资格后审,77.45,投标单位须完成市场主体注册入库。,具备 房屋建筑工程 丙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=a1ece35a-7579-4e33-a680-bae36acedb2b&IsInner=0&IsHistory=&ModuleID=22
未来科技城三站换乘南侧支二路（万金路-支三路）新建工程,A3301100140506716001221,2023/6/28 9:30,市政公用,否,资格后审,2296.5232,,具备施工总承包企业市政公用工程(新)二级,具备市政公用工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6704088e-90d6-43ca-83c0-c576dda17577&IsInner=0&IsHistory=&ModuleID=22
定山西苑二期雨污分流工程,A3301060110507005001221,2023/6/26 9:00,市政公用,否,资格后审,672.2648,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=948e465a-bb8c-474b-98ea-959c82fd3ed7&IsInner=0&IsHistory=&ModuleID=22
新华三产业园改扩建项目,A3301080120507088001211,2023/6/25 9:15,房屋建筑,否,资格后审,1481.0304,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=635061a2-e449-4d46-8ed1-5b9cf87822d8&IsInner=0&IsHistory=&ModuleID=22
工业品检测大楼办公楼装修改造,A3301060110507023001211,2023/6/26 9:00,房屋建筑,否,资格后审,1109.9222,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=848a57b3-b85b-4d14-a0ae-2698ecae6280&IsInner=0&IsHistory=&ModuleID=22
健康城教育实践基地设计,A3301220150507063001211,2023/6/26 9:30,房屋建筑,否,资格后审,643.4688,,具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=aa890a86-3a5a-4f7d-97ef-26efd89841e0&IsInner=0&IsHistory=&ModuleID=22
杭州市特别生态功能区农田水利提质增效综合示范工程——中洲镇农田水利基础设施建设(高标准农田新建、提升项目）工程一标段,A3301270160980054001251,2023/6/26 8:45,水利水电,否,资格后审,2902.2657,,具备 施工总承包企业水利水电工程(新) 三级 或者具备 施工总承包企业市政公用工程(新) 三级,具备 水利水电工程 二级 或者具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9868034a-6817-4b72-a29b-bf9fe8b8a0fa&IsInner=0&IsHistory=&ModuleID=22
临江产业邻里中心项目全过程工程咨询,A3301300180506912001211,2023/6/27 9:30,房屋建筑,是,资格后审,1279.452,造价咨询：具有包含工程造价咨询（含同类描述）经营范围的有效营业执照。,具备 房屋建筑工程 甲级 或者具备 综合,具备 建筑工程,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=a328e1a7-76d3-4ba7-b83e-e64eafce2931&IsInner=0&IsHistory=&ModuleID=22
,A3301100140507007001221,2023/6/25 9:30,市政公用,否,资格后审,4971.4934,,具备施工总承包企业市政公用工程(新)一级,具备市政公用工程一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b8b1e22b-0ce4-4096-8f91-bc4073fca34c&IsInner=0&IsHistory=&ModuleID=22
Loft公园、通益路等绿地养护,A3301010060400128001281,,园林绿化,否,资格后审,1386.3176,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ce7ab3ea-9066-407b-9125-8665b34bf589&IsInner=0&IsHistory=&ModuleID=22
紫阳街道太庙社区和十五奎巷社区老旧小区综合改造项目设计,A3301020070506956001211,2023/6/25 9:30,房屋建筑,否,资格后审,735.2722,1、投标单位须完成市场主体注册入库；2、金融服务平台电子保函办理：https://www.cyc-fund.com.cn/?areaCode=330102,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=0b65bac9-3349-4138-b76a-9c24bc9103cb&IsInner=0&IsHistory=&ModuleID=22
杭州市特别生态功能区农田水利提质增效综合示范工程--临岐镇农田水利基础设施建设（高标准农田新建、提升项目）一标段,A3301270160980056001251,2023/6/25 8:45,水利水电,否,资格后审,5126.6507,,具备 施工总承包企业水利水电工程(新) 三级 或者具备 施工总承包企业市政公用工程(新) 三级,具备 水利水电工程 一级 或者具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ffac4992-9579-40a6-b851-a277b826e8cb&IsInner=0&IsHistory=&ModuleID=22
富春73-D地块北侧规划道路,A3301110200507064001221,2023/6/26 9:00,市政公用,否,资格后审,604.3327,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=04daf5ea-beb3-4b48-a374-5c00b3ddd046&IsInner=0&IsHistory=&ModuleID=22
2023年钱塘区交通安全隐患整治工程,A3301300180280009001231,2023/6/26 9:30,公路(交通),否,资格后审,231.193,,具备 专业承包企业公路交通安全设施 二级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=489cb05e-20e4-46d7-8df9-243df22bbb09&IsInner=0&IsHistory=&ModuleID=22
杭氧绿色数智科创中心建设项目全过程工程咨询,A3301100140506849001211,2023/6/25 9:30,房屋建筑,是,资格后审,1350.9056,造价咨询专业和等级具有包含工程造价咨询（含同类描述）经营范围的有效营业执照。&lt;br&gt;招标代理专业和等级企业营业执照经营范围包括招标代理业务。,具备综合甲级或者具备房屋建筑工程甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=15f8f28e-979d-4bc1-94ec-55a5ae50f3d1&IsInner=0&IsHistory=&ModuleID=22
2023 年临平区塘栖镇“四好农村路”建设项目,A3301131280280028001231,2023/6/28 9:30,公路(交通),否,资格后审,2358,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=58156529-9a56-4817-8b7e-ec279cb5a390&IsInner=0&IsHistory=&ModuleID=22
2023年临平区乔司街道“四好农村路”建设项目,A3301131280280027001231,2023/6/25 9:30,公路(交通),否,资格后审,1030,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=3c9a2402-7a72-4278-8dfe-f8aa7e11af2a&IsInner=0&IsHistory=&ModuleID=22
区本级道路交通设施提升更新项目,A3301060110506539001262,2023/6/25 9:00,机电安装,是,资格后审,1141.2968,,同时具备 专业承包企业公路交通工程公路机电工程分项(新) 二级、专业承包企业公路交通工程公路安全设施分项(新) 二级,具备 机电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b2a56df4-eb76-4539-964e-81b0bec6c999&IsInner=0&IsHistory=&ModuleID=22
云锦石塘安置房未来社区设计采购施工（EPC）总承包,A3301050100507034001211,2023/7/3 9:30,房屋建筑,是,资格后审,1474.0193,,同时具备 施工总承包企业建筑工程(新) 一级、设计专业类 建筑行业 建筑工程 甲级 或者同时具备 设计综合类 甲级、施工总承包企业建筑工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6ee61bfb-abeb-4e4a-9966-e07dbd52398c&IsInner=0&IsHistory=&ModuleID=22
姜家镇白坪村至安徽璜田连接线工程施工,A3301270160280024001231,2023/6/25 8:45,公路(交通),否,资格后审,0,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=cd77d841-25fb-436d-8e55-9acce474ce44&IsInner=0&IsHistory=&ModuleID=22
浙西天路户外圈旅游设施提升项目（昌化镇域）—昌化重点区块（A）综合改造工程,A3301850210507047001221,2023/6/25 9:00,市政公用,否,资格后审,963.115,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2f807e69-4ecd-4940-bb42-15c8aff46080&IsInner=0&IsHistory=&ModuleID=22
桐庐城市快递集运中心工程-室外工程,A3301220150507035001221,2023/6/25 9:30,市政公用,否,资格后审,1695.8784,三级企业可承担单项合同金额2500万元以下的市政综合工程。,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=44cf0fde-dd60-4799-bf36-f78bc515bff9&IsInner=0&IsHistory=&ModuleID=22
杭州市富阳区渌渚镇莲桥矿渣土消纳场建设项目设计,A3301110200506314001222,2023/6/26 9:30,市政公用,否,资格后审,146.1,,具备 设计综合类 甲级 或者具备 设计专业类 市政公用行业 环境卫生工程设计 甲级 或者具备 设计专业类 市政公用行业 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=bcfbf324-42e2-4983-88e9-7ef4659a4aa9&IsInner=0&IsHistory=&ModuleID=22
杜甫小学(二期),A3301100140507000001211,2023/6/26 9:30,房屋建筑,否,资格后审,5349.8377,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ea7bc4d4-be6f-47ff-9a3e-6600594d99b2&IsInner=0&IsHistory=&ModuleID=22
忠义路（屏基山路-忠义支路）道路工程,A3301060110506990001221,2023/6/25 9:00,市政公用,否,资格后审,472.5628,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=7c109d70-9d75-4a99-9754-ee8a0698d4f5&IsInner=0&IsHistory=&ModuleID=22
太平路（宝旋路-星港路）工程,A3301131280506957001221,2023/6/27 9:30,市政公用,否,资格后审,986.0148,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=fbd2ba9e-5514-4b2d-acd7-c81da515c73a&IsInner=0&IsHistory=&ModuleID=22
横桥沈合苑雨污分流工程,A3301060110507006001221,2023/6/25 9:00,市政公用,否,资格后审,874.6571,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=afda6b07-5f47-4e12-b3d6-ace8d3401b8b&IsInner=0&IsHistory=&ModuleID=22
浙江建设技师学院6号宿舍楼新建工程,A3301110200507046001211,2023/6/25 9:00,房屋建筑,否,资格后审,3212.9751,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ec6668f8-1995-4acb-8b72-75b4dcb2b365&IsInner=0&IsHistory=&ModuleID=22
中杭白云商务大楼,A3301220150507030001211,2023/6/21 10:00,房屋建筑,否,资格后审,2288.771,总建筑面积8万平方米以下，所以采用建筑工程施工总承包三级及以上资质。,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=d19d0c0b-d40d-4321-b7d1-0538f8f0aba6&IsInner=0&IsHistory=&ModuleID=22
耕读路（永和路-永玄路）工程,A3301131280506936001221,2023/6/26 9:30,市政公用,否,资格后审,593.4074,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=147f05db-8274-4386-95a5-4e65e9bdf7ac&IsInner=0&IsHistory=&ModuleID=22
电厂河（拱康路-沿山港）滨水空间提升改造工程（一期）设计-采购-施工（EPC）工程总承包,A3301010060400125001281,,园林绿化,是,资格后审,2127.7322,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=c3763728-4e93-4ce8-a730-c3be1ec2bbba&IsInner=0&IsHistory=&ModuleID=22
留和路等绿地养护项目,A3301010060400122001281,,园林绿化,否,资格后审,1055.6502,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b042e159-38c4-4194-b655-95eed8be601d&IsInner=0&IsHistory=&ModuleID=22
